본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,석식계,연,월,일,요일_찐,개꿀가능성,휴일전날,휴일다음날,대면출근자,석식_밥,석식_메인요리,석식_국
2769,153,227,331,0.0,622.0,2016,9,29,3,0,0,0,2616.0,111,344,237
2769,158,256,59,0.0,539.0,2016,9,30,4,0,0,0,2611.0,73,127,18
2670,59,239,1035,0.0,902.0,2016,10,4,1,0,0,1,2611.0,73,104,269
2670,41,228,0,0.0,905.0,2016,10,5,2,0,0,0,2629.0,73,210,174
2670,56,245,378,0.0,352.0,2016,10,6,3,0,0,0,2614.0,88,65,245
2670,144,252,80,0.0,554.0,2016,10,7,4,0,0,0,2526.0,73,416,235
2670,104,216,443,0.0,546.0,2016,10,10,0,0,0,1,2566.0,73,132,266
2670,69,256,386,0.0,522.0,2016,10,11,1,0,0,0,2601.0,17,68,122
2670,64,251,0,0.0,527.0,2016,10,12,2,0,0,0,2606.0,73,109,295
2670,66,262,612,0.0,667.0,2016,10,13,3,0,0,0,2604.0,121,391,193
2670,144,265,172,0.0,544.0,2016,10,14,4,0,0,0,2526.0,73,429,136
2670,107,241,425,0.0,527.0,2016,10,17,0,0,0,0,2563.0,73,103,279
2670,53,262,394,0.0,544.0,2016,10,18,1,0,0,0,2617.0,26,36,255
2670,72,267,0,0.0,475.0,2016,10,19,2,0,0,0,2598.0,73,150,191
2670,105,269,281,0.0,564.0,2016,10,20,3,0,0,0,2565.0,78,262,210
2670,228,280,62,0.0,442.0,2016,10,21,4,0,0,0,2442.0,73,459,55
2670,120,223,367,0.0,600.0,2016,10,24,0,0,0,0,2550.0,73,99,139
2670,73,259,345,0.0,559.0,2016,10,25,1,0,0,0,2597.0,81,468,4
2670,89,258,0,0.0,410.0,2016,10,26,2,0,0,0,2581.0,73,16,169
2670,94,272,240,0.0,454.0,2016,10,27,3,0,0,0,2576.0,73,360,128
2670,192,277,63,0.0,475.0,2016,10,28,4,0,0,0,2478.0,73,163,208
2670,134,223,255,0.0,540.0,2016,10,31,0,0,0,0,2536.0,73,242,136
2689,70,212,515,0.0,578.0,2016,11,1,1,0,0,0,2619.0,95,65,284
2689,73,231,0,0.0,540.0,2016,11,2,2,0,0,0,2616.0,73,148,257
2689,72,283,408,0.0,553.0,2016,11,3,3,0,0,0,2617.0,104,260,122
2689,168,276,81,0.0,497.0,2016,11,4,4,0,0,0,2521.0,73,132,174
2689,133,222,539,0.0,506.0,2016,11,7,0,0,0,0,2556.0,73,18,107
2689,60,250,503,0.0,512.0,2016,11,8,1,0,0,0,2629.0,28,335,86
2689,58,267,0,0.0,499.0,2016,11,9,2,0,0,0,2631.0,73,48,148
2689,73,267,385,0.0,513.0,2016,11,10,3,0,0,0,2616.0,13,455,12
2689,173,286,69,0.0,426.0,2016,11,11,4,0,0,0,2516.0,73,213,56
2689,92,227,461,0.0,539.0,2016,11,14,0,0,0,0,2597.0,73,178,266
2689,66,273,418,0.0,418.0,2016,11,15,1,0,0,0,2623.0,12,211,122
2689,60,250,0,0.0,463.0,2016,11,16,2,0,0,0,2629.0,73,299,67
2689,134,263,411,0.0,551.0,2016,11,17,3,0,0,0,2555.0,62,164,224
2689,219,287,57,0.0,388.0,2016,11,18,4,0,0,0,2470.0,73,429,235
2689,94,202,522,0.0,616.0,2016,11,21,0,0,0,0,2595.0,73,153,295
2689,45,238,452,0.0,580.0,2016,11,22,1,0,0,0,2644.0,130,258,277
2689,52,251,0,0.0,482.0,2016,11,23,2,0,0,0,2637.0,73,384,163
2689,61,262,351,0.0,498.0,2016,11,24,3,0,0,0,2628.0,39,165,237
2689,200,279,68,0.0,392.0,2016,11,25,4,0,0,0,2489.0,73,368,70
2689,114,219,397,0.0,623.0,2016,11,28,0,0,0,0,2575.0,73,99,179
2689,84,218,388,0.0,587.0,2016,11,29,1,0,0,0,2605.0,103,328,245
2689,68,207,0,0.0,0.0,2016,11,30,2,0,0,0,2621.0,-1,-1,-1
2705,84,243,688,0.0,571.0,2016,12,1,3,0,0,0,2621.0,17,296,122
2705,183,272,152,0.0,448.0,2016,12,2,4,0,0,0,2522.0,73,210,208
2705,101,207,839,0.0,560.0,2016,12,5,0,0,0,0,2604.0,73,276,93
2705,69,222,799,0.0,593.0,2016,12,6,1,0,0,0,2636.0,84,93,183
2705,69,232,0,0.0,468.0,2016,12,7,2,0,0,0,2636.0,73,359,136
2705,76,262,587,0.0,512.0,2016,12,8,3,0,0,0,2629.0,13,455,12
2705,196,284,152,0.0,416.0,2016,12,9,4,0,0,0,2509.0,73,378,167
2705,102,193,633,0.0,544.0,2016,12,12,0,0,0,0,2603.0,73,360,59
2705,65,226,511,0.0,482.0,2016,12,13,1,0,0,0,2640.0,93,432,190
2705,82,247,0,0.0,441.0,2016,12,14,2,0,0,0,2623.0,73,23,92
2705,98,234,229,0.0,499.0,2016,12,15,3,0,0,0,2607.0,81,453,277
2705,167,262,37,0.0,518.0,2016,12,16,4,0,0,0,2538.0,73,153,123
2705,104,217,197,0.0,482.0,2016,12,19,0,0,0,0,2601.0,73,429,235
2705,89,238,126,0.0,461.0,2016,12,20,1,0,0,0,2616.0,111,344,237
2705,72,230,0,0.0,494.0,2016,12,21,2,0,0,0,2633.0,73,141,187
2705,118,242,32,0.0,213.0,2016,12,22,3,0,0,0,2587.0,88,237,128
2705,343,243,7,0.0,398.0,2016,12,23,4,0,0,0,2362.0,73,68,64
2705,206,194,63,0.0,328.0,2016,12,26,0,0,0,1,2499.0,73,13,257
2705,127,236,51,0.0,314.0,2016,12,27,1,0,0,0,2578.0,126,127,86
2705,166,225,0,0.0,0.0,2016,12,28,2,0,0,0,2539.0,-1,-1,-1
2705,242,201,42,0.0,343.0,2016,12,29,3,0,0,0,2463.0,103,290,29
2705,529,127,3,0.0,275.0,2016,12,30,4,0,0,0,2176.0,73,105,135
2697,96,102,272,0.0,559.0,2017,1,2,0,0,0,1,2601.0,73,197,103
2697,61,158,259,0.0,364.0,2017,1,3,1,0,0,0,2636.0,104,295,232
2697,67,170,0,0.0,427.0,2017,1,4,2,0,0,0,2630.0,73,101,9
2697,79,207,316,0.0,531.0,2017,1,5,3,0,0,0,2618.0,38,171,277
2697,189,224,74,0.0,523.0,2017,1,6,4,0,0,0,2508.0,73,154,74
2697,121,166,445,0.0,620.0,2017,1,9,0,0,0,0,2576.0,73,333,269
2697,70,199,412,0.0,533.0,2017,1,10,1,0,0,0,2627.0,20,168,3
2697,57,223,0,0.0,514.0,2017,1,11,2,0,0,0,2640.0,73,372,279
2697,85,238,305,0.0,416.0,2017,1,12,3,0,0,0,2612.0,73,246,146
2697,191,247,62,0.0,533.0,2017,1,13,4,0,0,0,2506.0,73,277,180
2697,123,196,432,0.0,571.0,2017,1,16,0,0,0,0,2574.0,73,178,6
2697,75,215,380,0.0,469.0,2017,1,17,1,0,0,0,2622.0,130,99,86
2697,59,240,0,0.0,394.0,2017,1,18,2,0,0,0,2638.0,73,28,169
2697,93,236,334,0.0,499.0,2017,1,19,3,0,0,0,2604.0,13,440,157
2697,207,267,61,0.0,446.0,2017,1,20,4,0,0,0,2490.0,73,459,136
2697,108,202,396,0.0,509.0,2017,1,23,0,0,0,0,2589.0,73,222,166
2697,63,218,273,0.0,396.0,2017,1,24,1,0,0,0,2634.0,39,290,237
2697,79,203,0,0.0,0.0,2017,1,25,2,0,0,0,2618.0,-1,-1,-1
2697,369,117,28,0.0,147.0,2017,1,26,3,0,1,0,2328.0,73,127,182
2697,177,58,278,0.0,680.0,2017,1,31,1,0,0,1,2520.0,17,449,34
2632,61,179,0,0.0,566.0,2017,2,1,2,0,0,0,2571.0,73,368,253
2632,45,217,427,0.0,549.0,2017,2,2,3,0,0,0,2587.0,66,328,240
2632,104,253,92,0.0,582.0,2017,2,3,4,0,0,0,2528.0,73,46,162
2632,49,202,610,0.0,768.0,2017,2,6,0,0,0,0,2583.0,73,429,150
2632,40,207,565,0.0,554.0,2017,2,7,1,0,0,0,2592.0,73,132,174
2632,52,206,0,0.0,548.0,2017,2,8,2,0,0,0,2580.0,73,240,203
2632,65,227,377,0.0,583.0,2017,2,9,3,0,0,0,2567.0,84,311,183
2632,149,284,59,0.0,505.0,2017,2,10,4,0,0,0,2483.0,73,210,257
2632,61,196,505,0.0,689.0,2017,2,13,0,0,0,0,2571.0,73,45,136
2632,53,223,444,0.0,566.0,2017,2,14,1,0,0,0,2579.0,95,237,86
2632,51,233,0,0.0,505.0,2017,2,15,2,0,0,0,2581.0,73,141,208
2632,56,240,419,0.0,567.0,2017,2,16,3,0,0,0,2576.0,81,406,4
2632,144,269,73,0.0,494.0,2017,2,17,4,0,0,0,2488.0,73,55,269
2632,104,199,494,0.0,648.0,2017,2,20,0,0,0,0,2528.0,73,23,195
2632,63,226,445,0.0,559.0,2017,2,21,1,0,0,0,2569.0,30,290,124
2632,75,252,0,0.0,0.0,2017,2,22,2,0,0,0,2557.0,-1,-1,-1
2632,75,272,307,0.0,534.0,2017,2,23,3,0,0,0,2557.0,103,411,29
2632,174,291,63,0.0,463.0,2017,2,24,4,0,0,0,2458.0,73,13,169
2632,134,181,368,0.0,563.0,2017,2,27,0,0,0,0,2498.0,73,382,295
2632,156,203,179,0.0,536.0,2017,2,28,1,0,1,0,2476.0,13,383,38
2627,190,215,428,0.0,593.0,2017,3,2,3,0,0,1,2437.0,130,259,237
2627,174,256,70,0.0,578.0,2017,3,3,4,0,0,0,2453.0,73,273,279
2627,63,201,490,0.0,658.0,2017,3,6,0,0,0,0,2564.0,73,292,23
2627,41,214,455,0.0,545.0,2017,3,7,1,0,0,0,2586.0,102,295,86
2627,46,233,0,0.0,518.0,2017,3,8,2,0,0,0,2581.0,73,413,253
2627,55,254,346,0.0,519.0,2017,3,9,3,0,0,0,2572.0,15,224,277
2627,145,291,63,0.0,461.0,2017,3,10,4,0,0,0,2482.0,73,373,123
2627,82,211,449,0.0,596.0,2017,3,13,0,0,0,0,2545.0,73,29,235
2627,46,230,437,0.0,533.0,2017,3,14,1,0,0,0,2581.0,116,378,4
2627,40,234,0,0.0,486.0,2017,3,15,2,0,0,0,2587.0,73,153,139
2627,47,259,357,0.0,504.0,2017,3,16,3,0,0,0,2580.0,39,468,24
2627,129,299,59,0.0,429.0,2017,3,17,4,0,0,0,2498.0,73,210,203
2627,86,207,390,0.0,556.0,2017,3,20,0,0,0,0,2541.0,73,91,96
2627,55,222,454,0.0,647.0,2017,3,21,1,0,0,0,2572.0,44,170,122
2627,53,235,0,0.0,0.0,2017,3,22,2,0,0,0,2574.0,-1,-1,-1
2627,62,245,321,0.0,557.0,2017,3,23,3,0,0,0,2565.0,121,43,245
2627,181,279,50,0.0,518.0,2017,3,24,4,0,0,0,2446.0,73,99,201
2627,105,242,360,0.0,501.0,2017,3,27,0,0,0,0,2522.0,73,45,136
2627,44,248,368,0.0,504.0,2017,3,28,1,0,0,0,2583.0,127,230,86
2627,42,237,0,0.0,474.0,2017,3,29,2,0,0,0,2585.0,73,118,222
2627,67,278,223,0.0,497.0,2017,3,30,3,0,0,0,2560.0,111,344,229
2627,147,296,45,0.0,420.0,2017,3,31,4,0,0,0,2480.0,73,146,135
2626,81,198,465,0.0,577.0,2017,4,3,0,0,0,0,2545.0,73,17,269
2626,54,212,418,0.0,535.0,2017,4,4,1,0,0,0,2572.0,103,348,183
2626,63,251,0,0.0,391.0,2017,4,5,2,0,0,0,2563.0,73,361,124
2626,65,271,317,0.0,436.0,2017,4,6,3,0,0,0,2561.0,18,290,232
2626,151,291,67,0.0,431.0,2017,4,7,4,0,0,0,2475.0,73,314,102
2626,81,229,418,0.0,541.0,2017,4,10,0,0,0,0,2545.0,73,400,108
2626,44,234,440,0.0,535.0,2017,4,11,1,0,0,0,2582.0,73,212,261
2626,41,241,0,0.0,384.0,2017,4,12,2,0,0,0,2585.0,73,242,174
2626,61,270,318,0.0,521.0,2017,4,13,3,0,0,0,2565.0,84,308,237
2626,122,298,55,0.0,402.0,2017,4,14,4,0,0,0,2504.0,73,141,257
2626,82,220,434,0.0,479.0,2017,4,17,0,0,0,0,2544.0,73,50,167
2626,57,244,405,0.0,567.0,2017,4,18,1,0,0,0,2569.0,25,408,189
2626,36,256,0,0.0,408.0,2017,4,19,2,0,0,0,2590.0,73,26,55
2626,44,288,284,0.0,511.0,2017,4,20,3,0,0,0,2582.0,81,164,4
2626,137,307,59,0.0,353.0,2017,4,21,4,0,0,0,2489.0,73,127,203
2626,76,260,373,0.0,531.0,2017,4,24,0,0,0,0,2550.0,73,284,208
2626,69,288,336,0.0,510.0,2017,4,25,1,0,0,0,2557.0,39,432,190
2626,45,304,0,0.0,0.0,2017,4,26,2,0,0,0,2581.0,-1,-1,-1
2626,61,311,183,0.0,442.0,2017,4,27,3,0,0,0,2565.0,33,425,191
2626,161,310,44,0.0,362.0,2017,4,28,4,0,0,0,2465.0,73,377,195
2637,933,123,88,0.0,298.0,2017,5,2,1,0,1,1,1704.0,73,132,174
2637,1224,41,45,0.0,262.0,2017,5,4,3,0,1,1,1413.0,76,206,232
2637,715,130,151,0.0,308.0,2017,5,8,0,1,1,0,1922.0,73,83,235
2637,68,223,0,0.0,500.0,2017,5,10,2,0,0,1,2569.0,73,109,201
2637,57,264,471,0.0,501.0,2017,5,11,3,0,0,0,2580.0,51,237,86
2637,113,289,96,0.0,507.0,2017,5,12,4,0,0,0,2524.0,73,150,257
2637,63,224,516,0.0,505.0,2017,5,15,0,0,0,0,2574.0,73,17,55
2637,41,266,486,0.0,533.0,2017,5,16,1,0,0,0,2596.0,22,32,237
2637,46,268,0,0.0,484.0,2017,5,17,2,0,0,0,2591.0,73,28,253
2637,60,287,343,0.0,459.0,2017,5,18,3,0,0,0,2577.0,73,353,205
2637,146,305,81,0.0,414.0,2017,5,19,4,0,0,0,2491.0,73,284,130
