,0
177,263364.66333333333
178,125849.86666666667
179,93698.39777777778
180,118432.44666666667
181,114263.5
182,173284.52
183,182490.81166666668
184,175626.08333333334
185,161415.76
186,265820.36666666664
187,252182.63
188,130615.77333333333
189,191447.47333333333
190,301437.33666666667
191,120751.0
192,208389.0
193,141137.14333333334
194,143799.0
195,301242.9166666667
196,274870.0266666667
197,133984.26666666666
198,135421.84
199,201758.30333333334
200,126620.81333333334
201,222100.91
202,154943.8248148148
203,100435.45888888888
204,175676.28244444446
205,176768.83333333334
206,157597.53
207,217199.21269841268
208,233231.25
209,255133.92333333334
210,295535.8333333333
211,164521.58333333334
212,170767.03
213,291277.53
214,146220.0
215,112573.53666666667
216,183868.38
217,176184.66666666666
218,133287.0
219,279381.99333333335
220,225356.88666666666
221,182602.05666666667
222,296820.16333333333
223,196876.3
224,172752.25
225,138999.91
226,128880.7380952381
227,158447.83333333334
228,240980.9488888889
229,122216.88
230,230130.96666666667
231,142744.83333333334
232,179199.95666666667
233,297263.60333333333
234,262773.1433333333
235,102562.5
236,229025.86333333334
237,126097.72000000003
238,157523.10444444444
239,208597.08666666667
240,93976.56666666667
241,255930.83
242,90667.7
243,146377.08333333334
244,124134.63333333333
245,254993.60333333333
246,143124.5
247,131926.01333333334
248,208480.75
249,134801.30666666667
250,235733.47
251,167720.93
252,126378.21333333333
253,144976.51333333334
254,298221.7366666667
255,159704.71333333335
256,123934.83333333333
257,122264.7
258,296052.0233333333
259,196995.89
260,145029.33333333334
261,232564.17333333334
262,168300.7546111111
263,249045.43333333332
264,147078.95666666667
265,125519.13333333333
266,233771.64666666667
267,148115.5353607503
268,130452.28333333334
269,209313.13
270,290009.2133333333
271,145312.62333333332
272,183344.88
273,91915.65666666666
274,144636.43333333332
275,169244.67
276,135808.0
277,96904.83333333333
278,176417.80933333328
279,201771.58333333334
280,303313.51666666666
281,280352.8233333333
282,149017.35666666666
283,184775.38
284,140405.66666666666
285,154112.79
286,210467.66666666666
287,135901.29
288,141555.61666666667
289,165246.16
290,125429.16666666667
291,252235.10666666666
292,251424.23333333334
293,174769.21666666667
294,184878.42666666667
295,76516.01380952382
296,138589.53
297,159220.00700000004
298,108704.83333333333
299,133579.47666666665
300,88763.45777777777
301,124243.5
302,190223.0
303,252819.6088888889
304,147609.83333333334
305,181520.01666666666
306,158879.5
307,125453.7
308,149291.72333333333
309,267473.97
310,131692.96666666667
311,190772.42666666667
312,136942.13333333333
313,135261.0
314,158159.83333333334
315,134734.16666666666
316,127748.0
317,126594.93333333333
318,173376.61666666667
319,193730.7488888889
320,149200.83333333334
321,189774.38
322,211014.95333333334
323,147474.73666666666
324,165508.95666666667
325,198064.59
326,109110.72888888889
327,96640.48444444445
328,248207.48333333334
329,182310.1822222222
330,229621.94793650796
331,220226.96666666667
332,152643.3
333,144507.66666666666
334,137914.5
335,176840.08571428567
336,172951.81666666668
337,151702.5
338,188942.54333333333
339,288999.63333333336
340,155846.41666666666
341,156766.66666666666
342,171042.1755555556
343,127169.33333333333
344,133807.72
345,129293.66666666667
346,199985.8
347,158977.19203703705
348,168093.26333333334
349,221681.49833333332
350,182823.16666666666
351,255790.83333333334
352,166801.83333333334
353,275301.31
354,89749.16666666667
355,184259.0
356,116089.33333333333
357,184404.68055555553
358,192203.09166666667
359,107239.89333333333
360,126709.18
361,221982.54666666666
362,173553.83
363,132267.27
364,134310.23333333334
365,123988.34666666666
366,175243.33333333334
367,126169.95333333334
368,209949.66666666666
369,132966.47966666665
370,293169.30333333334
371,234530.45666666667
372,154991.45666666667
373,213078.58333333334
374,270174.04333333333
375,289624.19666666666
376,169510.15666666668
377,266180.32
378,307595.55333333334
379,293523.44666666666
380,298986.67333333334
381,292072.2266666667
382,139089.68333333332
383,147267.75333333333
384,179862.43666666668
385,120857.5
386,100757.91111111111
387,124848.33333333333
388,157470.33333333334
389,190856.37666666668
390,186049.0
391,148115.5353607503
392,132079.0
393,140408.66666666666
394,121812.5
395,140624.27333333335
396,209174.33666666667
397,191612.85333333333
398,112587.38666666667
399,133117.26
400,149377.34666666668
401,144078.58333333334
402,232606.5
403,133257.29666666666
404,280844.4633333333
405,258281.41666666666
406,291071.49333333335
407,186375.93333333332
408,151875.0
409,214869.78333333333
410,97610.81333333334
411,96131.39523809524
412,297917.98
413,208729.16666666666
414,108615.86555555556
415,115948.83333333333
416,279226.88333333336
417,138633.4
418,150114.00333333333
419,271484.38333333336
420,126747.53333333334
421,226182.61166666666
422,159227.45
423,153903.66
424,279820.44
425,307819.8566666667
426,253886.62666666668
427,225286.286031746
428,204858.4
429,183971.16666666666
430,105196.0
431,283064.67
432,191971.53
433,291462.9
434,250470.87
435,219999.63
436,194623.33333333334
437,296496.63333333336
438,169271.52
439,208561.4825396825
440,159448.71666666667
441,136334.81
442,277785.08666666667
443,211748.9642063492
444,199971.1263888889
445,150237.97333333333
446,298925.83
447,170368.74777777778
448,165770.79
449,178593.92666666667
450,237609.86
451,196573.9375
452,295439.5366666667
453,181864.29666666666
454,186236.86666666667
455,195474.9558333333
456,211478.08333333334
457,114333.86666666667
458,174026.5002222222
459,177655.0411111111
460,269694.56666666665
461,253647.86555555553
462,156289.17
463,153095.91666666666
464,134664.46666666667
465,139177.66666666666
466,225139.75333333333
467,167778.97
468,178319.75
469,131543.66666666666
470,94928.58333333333
471,146731.95
472,159044.52222222224
473,193538.83333333334
474,106859.33333333333
475,195804.21333333335
476,303511.43
477,180413.2075
478,110447.48666666666
479,157238.12333333332
480,138478.57
481,163134.55333333334
482,224722.29666666666
483,170306.49666666667
484,169581.36666666667
485,205279.75
486,215531.85
487,213966.28333333333
488,184922.8611111111
489,157075.86333333334
490,141673.82666666666
491,259889.89555555553
492,187437.25
493,160413.88333333333
494,281002.1533333333
495,127130.73333333334
496,213772.7926984127
497,292358.4
498,161653.47333333333
499,199804.94333333333
500,147941.12333333332
501,282519.03
502,161574.72666666665
503,177159.41666666666
504,142343.53333333333
505,126407.75
506,214540.72904761904
507,101057.45666666667
508,139250.94
509,251044.75
510,199990.84666666668
511,120783.91666666667
512,193104.97
513,219652.92666666667
514,155927.83333333334
515,285507.48333333334
516,166193.59466666667
517,129534.15
518,267199.4455555555
519,221038.68333333332
520,282970.70666666667
521,137291.39666666667
522,207736.6
523,148025.79369408364
524,174037.59
525,109520.74888888889
526,216582.41333333333
527,112324.66666666667
528,144068.67095238095
529,138973.73666666666
530,223542.76333333334
531,283794.0366666667
532,240135.11333333334
533,207634.83333333334
534,122451.33333333333
535,165985.32666666666
536,249715.87
537,208415.96
538,271137.32666666666
539,154544.49333333335
540,195887.935
541,172988.61
542,207928.34333333332
543,115454.0
544,147419.45666666667
545,195385.47666666665
546,252847.37333333332
547,258593.72333333333
548,138721.85
549,185209.3
550,295215.58
551,221654.51333333334
552,136306.59333333332
553,130824.22
554,151148.25666666665
555,253415.94333333333
556,146343.33333333334
557,206901.86333333334
558,116125.05333333333
559,145921.74666666667
560,95424.3
561,199427.93
562,266337.7233333333
563,283205.4066666667
564,256853.05666666667
565,277363.91333333333
566,146788.91666666666
567,177811.65
568,222552.34833333333
569,287784.58
570,130706.2761904762
571,137406.80333333334
572,109827.1
573,144511.5
574,224992.92
575,245381.38444444447
576,137005.66666666666
577,144179.32333333333
578,116734.09
579,146466.24666666667
580,156975.53333333333
581,119553.0
582,203954.36
583,114093.5
584,225649.24333333335
585,282278.2083333333
586,169975.01666666666
587,241342.26
588,205018.53666666665
589,125993.76
590,136021.83333333334
591,102472.62
592,163784.33333333334
593,130165.08333333333
594,112236.1
595,149958.7172222222
596,111365.66666666667
597,132531.11111111112
598,128133.33333333333
599,221218.55333333334
600,187851.88
601,189688.87444444443
602,127091.66333333333
603,281689.63
604,120675.96666666666
605,211594.46333333335
606,130605.95333333334
607,174101.75
608,252083.09666666668
609,199726.0
610,259002.56666666662
611,96478.76666666666
612,212373.49333333335
613,87939.12380952378
614,306523.75333333336
615,242723.52666666667
616,191872.84333333332
617,190770.14333333334
618,302623.88
619,275280.16
620,154566.10333333333
621,142335.15333333332
622,295496.05666666664
623,133164.36
624,135614.0
625,128325.66666666667
626,169804.66666666666
627,189126.5
628,215319.09666666668
629,104056.36
630,300173.22
631,266337.7233333333
632,218512.67333333334
633,131357.83333333334
634,126597.18666666666
635,157845.04666666666
636,243403.27222222218
637,142181.71333333335
638,205833.0
639,94779.24857142857
640,208046.8286111111
641,129763.67333333334
642,140724.66666666666
643,262109.30333333334
644,260064.625
645,132955.16666666666
646,289743.89
647,134146.66666666666
648,108992.67
649,140077.8
650,135031.86666666667
651,231983.19420634914
652,107362.985
653,271008.9066666667
654,197452.48333333334
655,180121.51333333334
656,166660.75
657,302750.43
658,215160.45555555559
659,122389.77
660,144231.7
661,216251.82
662,234297.09
663,216157.01214285713
664,295259.2133333333
665,129421.06666666667
666,221199.95333333334
667,192529.52166666664
668,125569.7238095238
669,255144.93
670,118090.49
671,147248.37
672,250473.17333333334
673,195960.29111111112
674,168019.4088888889
675,290245.56666666665
676,224442.55666666667
677,126629.08666666667
678,258982.18666666668
679,161494.71666666667
680,131704.28
681,152474.09
682,173949.44666666666
683,138535.13333333333
684,148655.54666666666
685,230651.31333333332
686,136894.00333333333
687,227434.66666666666
688,174244.06666666668
689,202056.0
690,194653.09
691,207045.16666666666
692,126750.3
693,293017.15
694,200547.79
695,134518.90333333332
696,176860.21666666667
697,140706.3
698,175849.93
699,281922.83666666667
700,196602.71666666667
701,180238.0
702,140503.5
703,296814.53
704,214299.5
705,105335.16666666667
706,126267.9
707,286340.5333333333
708,174346.13
709,211837.83333333334
710,168883.0
711,116189.76666666666
712,121498.41904761906
713,169997.14
714,294465.76
715,169446.97333333333
716,158832.45666666667
717,190042.25666666665
718,161086.49333333335
719,124061.33333333333
720,145052.16666666666
721,182678.21666666667
722,163534.73444444445
723,176467.3
724,135931.51333333334
725,113855.83333333333
726,107384.86
727,157756.16666666666
728,211330.16666666666
729,192357.86666666667
730,184926.82666666666
731,123663.66666666667
732,123548.42888888888
733,215380.51333333334
734,182172.2
735,140074.33333333334
736,260817.07666666666
737,157536.74333333335
738,77184.52523809523
739,123870.07666666666
740,138458.98333333334
741,109696.69888888889
742,283052.66333333333
743,127262.74666666667
744,145216.82666666666
745,209281.38
746,123759.46333333333
747,147254.54666666666
748,89668.0
749,134331.16666666666
750,99044.08444444445
751,201997.915
752,158398.98333333334
753,252987.77666666667
754,145291.3
755,117670.4
756,253308.78666666665
757,157742.85333333333
758,224707.08666666667
759,153474.41666666666
760,176774.71666666667
761,180323.2825925926
762,229913.50333333333
763,151232.19333333333
764,222040.72
765,219508.20333333334
766,140298.75666666665
767,217438.31666666668
768,261920.17666666667
769,188332.46666666667
770,153383.04333333333
771,214351.43666666668
772,120436.08333333333
773,146039.33333333334
774,119307.48333333334
775,132332.92666666667
776,218123.23333333334
777,270973.1666666667
778,142047.67333333334
779,142224.86666666667
780,125945.06666666667
781,261764.50166666668
782,181007.51355555555
783,211471.27333333335
784,92844.11222222223
785,144716.78666666665
786,219089.44916666666
787,167376.08555555556
788,203069.69333333333
789,95659.5
790,119566.07666666666
791,152375.33333333334
792,131802.20666666667
793,134137.0
794,281354.4266666667
795,129263.40333333334
796,96227.19333333331
797,103015.33333333333
798,283834.89666666667
799,122780.37333333334
800,130765.66666666667
801,142265.33333333334
802,112270.02690476192
803,212298.2
804,93976.56666666667
805,135983.68095238094
806,199422.59333333332
807,177092.17666666667
808,140942.46333333335
809,248301.79666666666
810,115563.66666666667
811,138536.5
812,276080.29
813,232393.4538888889
814,300172.00666666665
815,211364.25
816,192891.33333333334
817,194110.87333333332
818,221383.71666666667
819,239965.0
820,140708.83333333334
821,118328.31
822,135936.33333333334
823,172538.88333333333
824,303326.8466666667
825,250144.16
826,236065.5129365079
827,136402.38
828,218622.75666666665
829,144680.36
830,138574.99
831,156246.91333333333
832,219320.02
833,280962.72
834,249034.4911111111
835,156990.13055555554
836,146121.49777777778
837,154633.00333333333
838,94975.96
839,158514.85277777776
840,227127.3975
841,297744.92333333334
842,184244.5
843,128626.41666666667
844,154629.46333333335
845,125344.42333333334
846,296701.13
847,110407.35333333333
848,157358.83333333334
849,106953.69888888889
850,212325.63666666666
851,178638.46666666667
852,122590.06666666667
853,139022.08333333334
854,206271.0
855,158420.66666666666
856,239109.12666666668
857,146325.485
858,130460.80333333333
859,165974.07333333333
860,186057.38333333333
861,146520.59
862,149242.91666666666
863,234897.85
864,151514.66333333333
865,290900.93333333335
866,195647.16666666666
867,130943.16666666667
868,151195.41666666666
869,116309.79
870,284526.0
871,193405.64333333334
872,223958.66666666666
873,297385.1533333333
874,71618.92412698413
875,157947.70666666667
876,120068.93333333333
877,172297.83333333334
878,115998.28333333334
879,145970.49
880,172371.85
881,144710.33333333334
882,140063.59
883,129435.66666666667
884,130113.39333333333
885,174842.13
886,186319.26466666666
887,164072.49722222227
888,113036.74
889,110173.24666666667
890,211441.37333333332
891,254954.76333333334
892,163752.05666666667
893,113196.79666666666
894,149064.16666666666
895,160491.98333333334
896,124076.33333333333
897,176649.30722222224
898,115937.16666666667
899,297192.31
900,268851.7633333333
901,140398.58333333334
902,236709.43333333332
903,138169.83333333334
904,145115.08333333334
905,199199.72333333333
906,297576.19333333336
907,136109.75
908,184652.66666666666
909,120992.0
910,235494.9055555555
911,169332.83333333334
912,151923.66666666666
913,232665.89666666667
914,137189.0
915,173553.83
916,186886.81711111113
917,204417.0
918,127970.90476190478
919,155632.35
920,180186.5
921,142027.16666666666
922,291820.63666666666
923,206015.63333333333
924,227594.71
925,213530.96666666667
926,152815.75
927,166558.16666666666
928,239208.44333333333
929,189507.12666666668
930,268825.7633333333
931,158544.33333333334
932,125671.16666666667
933,163017.44
934,280654.30333333334
935,186088.63
936,157494.38
937,121840.80333333333
938,191546.45777777777
939,259626.84
940,287218.81333333335
941,128027.84333333334
942,102470.22333333333
943,163784.33333333334
944,269836.2733333333
945,109702.12333333334
946,178998.75
947,229685.55333333334
948,92815.55555555556
949,131745.83333333334
950,269390.2233333333
951,154275.58333333334
952,206631.52777777775
953,148025.79369408364
954,211289.18666666668
955,87941.87444444445
956,284903.87
957,237157.57333333333
958,194850.5
959,200048.53333333333
960,230625.88333333333
961,202443.92333333334
962,253001.77
963,151770.0
964,176591.38333333333
965,254235.08333333334
966,203740.26666666666
967,95555.41111111111
968,171890.33333333334
969,78830.37523809524
970,114060.25
971,122866.16666666667
972,148025.91
973,240307.13777777777
974,180058.72333333333
975,224140.69
976,180166.43666666668
977,123172.83333333333
978,154145.09
979,214107.03555555557
980,135154.21
981,186883.8111111111
982,130562.6
983,124071.0
984,187593.91666666666
985,104732.53333333334
986,112724.50333333333
987,173485.75
988,172658.46055555556
989,161745.08333333334
990,120591.66666666667
991,218751.23
992,297542.9266666667
993,283991.9533333333
994,145774.33333333334
995,184837.0
996,133246.40333333332
997,157248.66666666666
998,154894.83666666667
999,152742.39333333334
1000,156715.0
1001,129834.18333333333
1002,145822.69
1003,137382.00333333333
1004,257249.4
1005,196700.01
1006,281510.62
1007,192946.52166666667
1008,198024.74805555554
1009,146796.57
1010,286878.95666666667
1011,303612.2866666667
1012,141875.32333333333
1013,152810.93666666668
1014,203067.37031746027
1015,279640.52
1016,203900.53305555554
1017,151702.5
1018,233580.8784920635
1019,205312.79666666666
1020,231393.11333333334
1021,199772.88555555555
1022,164629.00416666668
1023,136470.33333333334
1024,145655.06
1025,134565.91666666666
1026,169641.3325
1027,204965.9
1028,80111.42857142857
1029,148945.35
1030,302431.61666666664
1031,124760.14
1032,264637.68
1033,148025.79369408364
1034,120004.04
1035,94056.96666666666
1036,111426.76333333334
1037,100507.22333333333
1038,206645.13
1039,144360.12333333332
1040,161839.9777777778
1041,205156.71333333335
1042,163748.76777777777
1043,172458.09
1044,178155.5
1045,198285.70166666666
1046,122229.5
1047,286334.3
1048,154654.50666666665
1049,269160.18333333335
1050,179746.16666666666
1051,114305.18333333333
1052,201049.75865079364
1053,203229.41333333333
1054,87240.82
1055,85289.72777777778
1056,289796.62
1057,120163.83333333333
1058,215906.75
1059,217131.61444444445
1060,165422.58333333334
1061,177007.44666666666
1062,269071.56333333335
1063,151269.28666666665
1064,141470.5
1065,139328.03333333333
1066,189717.23333333334
1067,124649.0
1068,214066.33333333334
1069,149398.16666666666
1070,139238.91666666666
1071,168733.12333333332
1072,181272.75
1073,221233.71
1074,282286.92
1075,256292.45666666667
1076,257598.60333333333
1077,211565.26968253969
1078,129000.6
1079,138247.0
1080,289270.83
1081,120501.66666666667
1082,150191.33333333334
1083,110036.6488888889
1084,141052.99333333335
1085,193324.1
1086,180887.83333333334
1087,228764.485
1088,297233.88
1089,166074.62
1090,148025.79369408364
1091,294315.59
1092,290910.2233333333
1093,298192.32666666666
1094,168149.4088888889
1095,148994.96
1096,144007.32
1097,197042.33333333334
1098,277220.88
1099,272264.3333333333
1100,151006.46333333335
1101,175162.30333333334
1102,121594.8
1103,147031.38
1104,294527.93666666665
1105,268239.97
1106,219970.92333333334
1107,118353.35333333333
1108,274135.63666666666
1109,164591.96277777778
1110,124974.33333333333
1111,138707.12333333332
1112,135727.95333333334
1113,121782.70666666667
1114,279277.715
1115,188661.54166666666
1116,159990.44666666666
1117,170307.49666666667
1118,211458.29333333333
1119,175975.55
1120,104311.5
1121,96124.62190476191
1122,117673.16666666667
1123,292583.2
1124,309048.2366666667
1125,195589.83333333334
1126,132010.90333333332
1127,263542.08666666667
1128,121402.75333333333
1129,118112.0
1130,295188.99
1131,109397.37222222223
1132,188429.58333333334
1133,159485.51083333333
1134,153824.89333333334
1135,142340.83333333334
1136,151973.91
1137,130441.49
1138,124797.52666666667
1139,163984.63333333333
1140,136230.2
1141,274276.63
1142,181713.99666666667
1143,155710.13
1144,209579.82333333333
1145,173021.63
1146,272907.3433333333
1147,177579.05666666667
1148,177480.04666666666
1149,192417.66666666666
1150,240887.61
1151,141967.91666666666
1152,89006.01222222221
1153,145670.90666666668
1154,299916.08
1155,220829.88
1156,181613.88333333333
1157,257582.22333333333
1158,264459.00333333336
1159,103710.5
1160,154326.65666666668
1161,178925.16666666666
1162,236022.04666666666
1163,240907.81333333332
1164,122532.0
1165,212867.56920634914
1166,133891.39785714287
1167,278552.62333333335
1168,143758.83333333334
1169,257330.2311111111
1170,120134.73666666666
1171,176517.5
1172,153455.37333333332
1173,100432.51666666666
1174,172114.55
1175,159987.12666666668
1176,109140.05
1177,245927.34
1178,183857.5892698413
1179,123609.05333333333
1180,129722.46666666666
1181,156272.65333333332
1182,145519.8
1183,102642.93333333333
1184,203233.21333333335
1185,170241.89777777775
1186,215542.59666666668
1187,277142.36
1188,185731.02481481482
1189,283196.1011111111
1190,210605.1822222222
1191,305429.80333333334
1192,164171.83333333334
1193,179370.32
1194,194418.08333333334
1195,195728.90333333332
1196,213602.02666666667
1197,109480.88888888889
1198,211429.38555555555
1199,194641.10666666666
1200,175908.90333333332
1201,127230.07666666666
1202,205851.47222222222
1203,162682.75
1204,147793.25
1205,194917.04666666666
1206,99781.89333333333
1207,213665.02333333335
1208,157440.4616666667
1209,193523.5
1210,81726.63301587301
1211,172386.6
1212,222394.27333333335
1213,162067.24666666667
1214,285129.80666666664
1215,241230.45333333334
1216,89544.96634920636
1217,170025.26355555552
1218,125142.5
1219,300960.19
1220,288489.92
1221,150796.29
1222,233580.8784920635
1223,209167.3633333333
1224,225831.0
1225,124218.26666666666
1226,125535.83333333333
1227,162463.29
1228,260044.07666666666
1229,112789.92333333334
1230,206504.27333333335
1231,156590.52
1232,167408.66666666666
1233,121162.33333333333
1234,223315.14
1235,158851.34333333332
1236,150510.89
1237,149429.72
1238,123201.66666666667
1239,234369.87666666668
1240,164311.19666666666
1241,277719.24333333335
1242,136410.28666666665
1243,262716.15
1244,228764.485
1245,138821.26666666666
1246,145884.74333333335
1247,154185.90333333332
1248,147883.28047619047
1249,181409.13333333333
1250,229927.04
1251,107650.03333333334
1252,133267.93333333332
1253,280928.62333333335
1254,140380.83333333334
1255,132489.49666666667
1256,184142.33333333334
1257,138672.91825396827
1258,191696.45666666667
1259,295997.24333333335
1260,191261.17
1261,123716.5
1262,100301.93333333333
1263,191953.19666666666
1264,99353.37
1265,188843.15666666668
1266,195725.12333333332
1267,96553.69444444444
1268,174843.45666666667
1269,291096.95
1270,208042.77333333335
1271,114492.37777777776
1272,211429.38555555555
1273,240293.37
1274,114934.96
1275,149721.33333333334
1276,199517.36333333334
1277,228014.0
1278,198511.13333333333
1279,129716.165
1280,121247.83333333333
1281,191067.51972222218
1282,153214.45
1283,155924.15
1284,163870.62333333332
1285,172563.33
1286,94876.41111111111
1287,130641.90222222224
1288,165302.19666666666
1289,223971.00555555557
1290,125323.1
1291,177436.29666666666
1292,128187.07666666666
1293,178117.13
1294,156857.41666666666
1295,158766.93
1296,228962.24666666667
1297,224589.04666666666
1298,134652.55666666667
1299,148968.64404761902
1300,177760.41666666666
1301,150711.58333333334
1302,250577.88333333333
1303,118248.33333333333
1304,275175.2833333333
1305,122161.5
1306,80111.42857142857
1307,143644.59666666668
1308,147646.78
1309,91154.68
1310,133234.83333333334
1311,174054.45
1312,132865.56
1313,168243.41249999998
1314,139292.54666666666
1315,225302.44333333333
1316,151528.79666666666
1317,186515.75
1318,191403.54666666666
1319,195587.52444444445
1320,184524.72666666665
1321,220008.25
1322,179426.16666666666
1323,188695.66666666666
1324,136158.86666666667
1325,158649.04666666666
1326,122657.5
1327,106678.77777777777
1328,289482.9733333333
1329,294259.04333333333
1330,113894.32333333333
1331,152782.66666666666
1332,127263.0
1333,173248.2835555555
1334,135597.66666666666
1335,129516.33333333333
1336,202659.14
1337,287830.5266666667
1338,166384.5
1339,226426.20333333334
1340,207091.69
1341,189853.16666666666
1342,122538.83333333333
1343,301652.68666666665
1344,242573.14666666667
1345,302612.43
1346,125879.66666666667
1347,88901.89111111111
1348,193187.48666666666
1349,150069.20666666667
